YEAR  MO  DA  HR      LAT       LON   CO2 20000
2012   8  16   0  43.3868  -94.7175  0.7281E-09
2012   8  16   0  43.4368  -94.7175  0.6391E-09
2012   8  16   0  43.4868  -94.7175  0.1478E-09
2012   8  16   0  43.5368  -94.7175  0.2288E-09
2012   8  16   0  43.5868  -94.7175  0.3921E-09
2012   8  16   0  43.6368  -94.7175  0.4583E-09
2012   8  16   0  43.6868  -94.7175  0.1281E-09
2012   8  16   0  43.7368  -94.7175  0.7720E-10
2012   8  16   0  43.7868  -94.7175  0.5795E-10
2012   8  16   0  40.5368  -94.6675  0.3958E-09
2012   8  16   0  40.5868  -94.6675  0.1153E-09
2012   8  16   0  40.6368  -94.6675  0.3652E-09
2012   8  16   0  40.6868  -94.6675  0.4531E-09
2012   8  16   0  40.7368  -94.6675  0.4556E-09
2012   8  16   0  40.7868  -94.6675  0.5106E-09
2012   8  16   0  40.8368  -94.6675  0.7955E-09
2012   8  16   0  40.8868  -94.6675  0.2922E-09
2012   8  16   0  40.9368  -94.6675  0.1265E-08
2012   8  16   0  40.9868  -94.6675  0.4166E-09
2012   8  16   0  41.0368  -94.6675  0.1146E-08
2012   8  16   0  41.0868  -94.6675  0.1343E-08
2012   8  16   0  41.1368  -94.6675  0.1405E-08
2012   8  16   0  41.1868  -94.6675  0.9304E-09
2012   8  16   0  41.2368  -94.6675  0.2139E-08
2012   8  16   0  41.2868  -94.6675  0.1977E-08
2012   8  16   0  41.3368  -94.6675  0.1304E-08
2012   8  16   0  41.3868  -94.6675  0.1859E-08
2012   8  16   0  41.4368  -94.6675  0.1598E-08
2012   8  16   0  41.4868  -94.6675  0.2207E-08
2012   8  16   0  41.5368  -94.6675  0.1557E-08
2012   8  16   0  41.5868  -94.6675  0.1365E-08
2012   8  16   0  41.6368  -94.6675  0.1716E-08
2012   8  16   0  41.6868  -94.6675  0.2400E-08
2012   8  16   0  41.7368  -94.6675  0.2741E-08
2012   8  16   0  41.7868  -94.6675  0.3468E-08
2012   8  16   0  41.8368  -94.6675  0.1916E-08
2012   8  16   0  41.8868  -94.6675  0.3355E-08
2012   8  16   0  41.9368  -94.6675  0.5439E-08
2012   8  16   0  41.9868  -94.6675  0.5271E-08
2012   8  16   0  42.0368  -94.6675  0.5570E-08
2012   8  16   0  42.0868  -94.6675  0.6312E-08
2012   8  16   0  42.1368  -94.6675  0.6769E-08
2012   8  16   0  42.1868  -94.6675  0.9228E-08
2012   8  16   0  42.2368  -94.6675  0.1191E-07
2012   8  16   0  42.2868  -94.6675  0.1298E-07
2012   8  16   0  42.3368  -94.6675  0.1329E-07
2012   8  16   0  42.3868  -94.6675  0.1465E-07
2012   8  16   0  42.4368  -94.6675  0.1541E-07
2012   8  16   0  42.4868  -94.6675  0.1428E-07
2012   8  16   0  42.5368  -94.6675  0.1200E-07
2012   8  16   0  42.5868  -94.6675  0.9738E-08
2012   8  16   0  42.6368  -94.6675  0.9084E-08
2012   8  16   0  42.6868  -94.6675  0.8024E-08
2012   8  16   0  42.7368  -94.6675  0.6211E-08
2012   8  16   0  42.7868  -94.6675  0.5510E-08
2012   8  16   0  42.8368  -94.6675  0.5911E-08
2012   8  16   0  42.8868  -94.6675  0.6611E-08
2012   8  16   0  42.9368  -94.6675  0.5050E-08
2012   8  16   0  42.9868  -94.6675  0.4746E-08
2012   8  16   0  43.0368  -94.6675  0.5029E-08
2012   8  16   0  43.0868  -94.6675  0.4646E-08
2012   8  16   0  43.1368  -94.6675  0.2783E-08
2012   8  16   0  43.1868  -94.6675  0.2199E-08
2012   8  16   0  43.2368  -94.6675  0.3063E-08
2012   8  16   0  43.2868  -94.6675  0.2866E-08
2012   8  16   0  43.3368  -94.6675  0.2042E-08
2012   8  16   0  43.3868  -94.6675  0.1326E-08
2012   8  16   0  43.4368  -94.6675  0.9493E-09
2012   8  16   0  43.4868  -94.6675  0.6886E-09
2012   8  16   0  43.5368  -94.6675  0.4156E-09
2012   8  16   0  43.5868  -94.6675  0.3167E-09
2012   8  16   0  43.6368  -94.6675  0.2342E-09
2012   8  16   0  43.6868  -94.6675  0.3453E-09
2012   8  16   0  43.7368  -94.6675  0.2198E-09
2012   8  16   0  43.7868  -94.6675  0.1071E-09
2012   8  16   0  43.8368  -94.6675  0.1066E-09
2012   8  16   0  43.8868  -94.6675  0.1934E-10
2012   8  16   0  40.5868  -94.6175  0.2826E-09
2012   8  16   0  40.6368  -94.6175  0.2246E-09
2012   8  16   0  40.6868  -94.6175  0.3596E-09
2012   8  16   0  40.7368  -94.6175  0.6452E-09
2012   8  16   0  40.7868  -94.6175  0.3679E-09
2012   8  16   0  40.8368  -94.6175  0.4899E-09
2012   8  16   0  40.8868  -94.6175  0.1494E-09
2012   8  16   0  40.9368  -94.6175  0.5489E-09
2012   8  16   0  40.9868  -94.6175  0.7147E-09
2012   8  16   0  41.0368  -94.6175  0.1058E-08
2012   8  16   0  41.0868  -94.6175  0.6633E-09
2012   8  16   0  41.1368  -94.6175  0.1289E-08
2012   8  16   0  41.1868  -94.6175  0.1288E-08
2012   8  16   0  41.2368  -94.6175  0.1385E-08
2012   8  16   0  41.2868  -94.6175  0.1657E-08
2012   8  16   0  41.3368  -94.6175  0.1322E-08
2012   8  16   0  41.3868  -94.6175  0.1269E-08
2012   8  16   0  41.4368  -94.6175  0.1835E-08
2012   8  16   0  41.4868  -94.6175  0.1459E-08
2012   8  16   0  41.5368  -94.6175  0.2491E-08
2012   8  16   0  41.5868  -94.6175  0.1575E-08
2012   8  16   0  41.6368  -94.6175  0.1480E-08
2012   8  16   0  41.6868  -94.6175  0.1798E-08
2012   8  16   0  41.7368  -94.6175  0.1538E-08
2012   8  16   0  41.7868  -94.6175  0.2174E-08
2012   8  16   0  41.8368  -94.6175  0.3361E-08
2012   8  16   0  41.8868  -94.6175  0.2380E-08
2012   8  16   0  41.9368  -94.6175  0.2689E-08
2012   8  16   0  41.9868  -94.6175  0.4274E-08
2012   8  16   0  42.0368  -94.6175  0.5113E-08
2012   8  16   0  42.0868  -94.6175  0.5257E-08
2012   8  16   0  42.1368  -94.6175  0.5825E-08
2012   8  16   0  42.1868  -94.6175  0.6565E-08
2012   8  16   0  42.2368  -94.6175  0.6997E-08
2012   8  16   0  42.2868  -94.6175  0.1058E-07
2012   8  16   0  42.3368  -94.6175  0.1297E-07
2012   8  16   0  42.3868  -94.6175  0.1204E-07
2012   8  16   0  42.4368  -94.6175  0.1216E-07
2012   8  16   0  42.4868  -94.6175  0.1383E-07
2012   8  16   0  42.5368  -94.6175  0.1420E-07
2012   8  16   0  42.5868  -94.6175  0.1226E-07
2012   8  16   0  42.6368  -94.6175  0.1114E-07
2012   8  16   0  42.6868  -94.6175  0.1009E-07
2012   8  16   0  42.7368  -94.6175  0.9016E-08
2012   8  16   0  42.7868  -94.6175  0.7774E-08
2012   8  16   0  42.8368  -94.6175  0.5439E-08
2012   8  16   0  42.8868  -94.6175  0.4888E-08
2012   8  16   0  42.9368  -94.6175  0.6505E-08
2012   8  16   0  42.9868  -94.6175  0.5802E-08
2012   8  16   0  43.0368  -94.6175  0.3956E-08
2012   8  16   0  43.0868  -94.6175  0.3911E-08
2012   8  16   0  43.1368  -94.6175  0.4459E-08
2012   8  16   0  43.1868  -94.6175  0.3917E-08
2012   8  16   0  43.2368  -94.6175  0.2456E-08
2012   8  16   0  43.2868  -94.6175  0.2368E-08
2012   8  16   0  43.3368  -94.6175  0.2523E-08
2012   8  16   0  43.3868  -94.6175  0.1947E-08
2012   8  16   0  43.4368  -94.6175  0.1409E-08
2012   8  16   0  43.4868  -94.6175  0.1604E-08
2012   8  16   0  43.5368  -94.6175  0.1188E-08
2012   8  16   0  43.5868  -94.6175  0.6212E-09
2012   8  16   0  43.6368  -94.6175  0.4082E-09
2012   8  16   0  43.6868  -94.6175  0.4516E-09
2012   8  16   0  43.7368  -94.6175  0.8007E-10
2012   8  16   0  43.8368  -94.6175  0.8790E-10
2012   8  16   0  43.8868  -94.6175  0.1460E-09
2012   8  16   0  43.9368  -94.6175  0.3872E-10
2012   8  16   0  40.5868  -94.5675  0.1673E-09
2012   8  16   0  40.6368  -94.5675  0.5770E-10
2012   8  16   0  40.6868  -94.5675  0.4052E-09
2012   8  16   0  40.7368  -94.5675  0.3628E-09
2012   8  16   0  40.7868  -94.5675  0.3340E-09
2012   8  16   0  40.8368  -94.5675  0.5752E-09
2012   8  16   0  40.8868  -94.5675  0.3048E-09
2012   8  16   0  40.9368  -94.5675  0.3365E-09
2012   8  16   0  40.9868  -94.5675  0.5540E-09
2012   8  16   0  41.0368  -94.5675  0.4500E-09
2012   8  16   0  41.0868  -94.5675  0.4790E-09
2012   8  16   0  41.1368  -94.5675  0.1068E-08
2012   8  16   0  41.1868  -94.5675  0.1504E-08
2012   8  16   0  41.2368  -94.5675  0.1287E-08
2012   8  16   0  41.2868  -94.5675  0.1654E-08
2012   8  16   0  41.3368  -94.5675  0.1112E-08
2012   8  16   0  41.3868  -94.5675  0.1081E-08
2012   8  16   0  41.4368  -94.5675  0.1170E-08
2012   8  16   0  41.4868  -94.5675  0.1245E-08
2012   8  16   0  41.5368  -94.5675  0.1046E-08
2012   8  16   0  41.5868  -94.5675  0.2520E-08
2012   8  16   0  41.6368  -94.5675  0.1667E-08
2012   8  16   0  41.6868  -94.5675  0.1527E-08
2012   8  16   0  41.7368  -94.5675  0.1795E-08
2012   8  16   0  41.7868  -94.5675  0.1597E-08
2012   8  16   0  41.8368  -94.5675  0.1941E-08
2012   8  16   0  41.8868  -94.5675  0.2110E-08
2012   8  16   0  41.9368  -94.5675  0.2602E-08
2012   8  16   0  41.9868  -94.5675  0.2693E-08
2012   8  16   0  42.0368  -94.5675  0.3602E-08
2012   8  16   0  42.0868  -94.5675  0.3663E-08
2012   8  16   0  42.1368  -94.5675  0.4688E-08
2012   8  16   0  42.1868  -94.5675  0.4780E-08
2012   8  16   0  42.2368  -94.5675  0.5666E-08
2012   8  16   0  42.2868  -94.5675  0.5773E-08
2012   8  16   0  42.3368  -94.5675  0.7331E-08
2012   8  16   0  42.3868  -94.5675  0.1127E-07
2012   8  16   0  42.4368  -94.5675  0.1233E-07
2012   8  16   0  42.4868  -94.5675  0.1124E-07
2012   8  16   0  42.5368  -94.5675  0.1193E-07
2012   8  16   0  42.5868  -94.5675  0.1255E-07
2012   8  16   0  42.6368  -94.5675  0.1230E-07
2012   8  16   0  42.6868  -94.5675  0.1180E-07
2012   8  16   0  42.7368  -94.5675  0.1001E-07
2012   8  16   0  42.7868  -94.5675  0.9439E-08
2012   8  16   0  42.8368  -94.5675  0.9610E-08
2012   8  16   0  42.8868  -94.5675  0.7296E-08
2012   8  16   0  42.9368  -94.5675  0.5370E-08
2012   8  16   0  42.9868  -94.5675  0.5340E-08
2012   8  16   0  43.0368  -94.5675  0.5694E-08
2012   8  16   0  43.0868  -94.5675  0.4545E-08
2012   8  16   0  43.1368  -94.5675  0.3607E-08
2012   8  16   0  43.1868  -94.5675  0.3002E-08
2012   8  16   0  43.2368  -94.5675  0.3629E-08
2012   8  16   0  43.2868  -94.5675  0.3149E-08
2012   8  16   0  43.3368  -94.5675  0.2354E-08
2012   8  16   0  43.3868  -94.5675  0.2483E-08
2012   8  16   0  43.4368  -94.5675  0.2032E-08
2012   8  16   0  43.4868  -94.5675  0.9678E-09
2012   8  16   0  43.5368  -94.5675  0.1034E-08
2012   8  16   0  43.5868  -94.5675  0.1589E-08
2012   8  16   0  43.6368  -94.5675  0.1440E-08
2012   8  16   0  43.6868  -94.5675  0.5297E-09
2012   8  16   0  43.7368  -94.5675  0.7308E-09
2012   8  16   0  43.7868  -94.5675  0.4930E-09
2012   8  16   0  43.8368  -94.5675  0.1881E-09
2012   8  16   0  43.8868  -94.5675  0.2933E-10
2012   8  16   0  43.9368  -94.5675  0.1461E-09
2012   8  16   0  43.9868  -94.5675  0.5815E-10
2012   8  16   0  40.6368  -94.5175  0.1674E-09
2012   8  16   0  40.6868  -94.5175  0.2702E-09
2012   8  16   0  40.7368  -94.5175  0.5842E-09
2012   8  16   0  40.7868  -94.5175  0.2948E-09
2012   8  16   0  40.8368  -94.5175  0.4370E-09
2012   8  16   0  40.8868  -94.5175  0.6918E-09
2012   8  16   0  40.9368  -94.5175  0.2343E-09
2012   8  16   0  40.9868  -94.5175  0.5162E-09
2012   8  16   0  41.0368  -94.5175  0.3348E-09
2012   8  16   0  41.0868  -94.5175  0.6739E-09
2012   8  16   0  41.1368  -94.5175  0.4143E-09
2012   8  16   0  41.1868  -94.5175  0.9128E-09
2012   8  16   0  41.2368  -94.5175  0.1812E-08
2012   8  16   0  41.2868  -94.5175  0.1842E-08
2012   8  16   0  41.3368  -94.5175  0.9490E-09
2012   8  16   0  41.3868  -94.5175  0.7842E-09
2012   8  16   0  41.4368  -94.5175  0.8506E-09
2012   8  16   0  41.4868  -94.5175  0.1259E-08
2012   8  16   0  41.5368  -94.5175  0.1105E-08
2012   8  16   0  41.5868  -94.5175  0.9924E-09
2012   8  16   0  41.6368  -94.5175  0.2331E-08
2012   8  16   0  41.6868  -94.5175  0.1266E-08
2012   8  16   0  41.7368  -94.5175  0.1821E-08
2012   8  16   0  41.7868  -94.5175  0.1223E-08
2012   8  16   0  41.8368  -94.5175  0.1834E-08
2012   8  16   0  41.8868  -94.5175  0.1807E-08
2012   8  16   0  41.9368  -94.5175  0.2044E-08
2012   8  16   0  41.9868  -94.5175  0.2616E-08
2012   8  16   0  42.0368  -94.5175  0.2563E-08
2012   8  16   0  42.0868  -94.5175  0.2665E-08
2012   8  16   0  42.1368  -94.5175  0.2582E-08
2012   8  16   0  42.1868  -94.5175  0.4031E-08
2012   8  16   0  42.2368  -94.5175  0.5039E-08
2012   8  16   0  42.2868  -94.5175  0.4789E-08
2012   8  16   0  42.3368  -94.5175  0.5794E-08
2012   8  16   0  42.3868  -94.5175  0.6474E-08
2012   8  16   0  42.4368  -94.5175  0.7981E-08
2012   8  16   0  42.4868  -94.5175  0.1143E-07
2012   8  16   0  42.5368  -94.5175  0.1189E-07
2012   8  16   0  42.5868  -94.5175  0.1104E-07
2012   8  16   0  42.6368  -94.5175  0.1109E-07
2012   8  16   0  42.6868  -94.5175  0.1166E-07
2012   8  16   0  42.7368  -94.5175  0.1191E-07
2012   8  16   0  42.7868  -94.5175  0.1054E-07
2012   8  16   0  42.8368  -94.5175  0.9686E-08
2012   8  16   0  42.8868  -94.5175  0.9707E-08
2012   8  16   0  42.9368  -94.5175  0.9273E-08
2012   8  16   0  42.9868  -94.5175  0.5915E-08
2012   8  16   0  43.0368  -94.5175  0.4864E-08
2012   8  16   0  43.0868  -94.5175  0.5156E-08
2012   8  16   0  43.1368  -94.5175  0.4967E-08
2012   8  16   0  43.1868  -94.5175  0.4323E-08
2012   8  16   0  43.2368  -94.5175  0.3403E-08
2012   8  16   0  43.2868  -94.5175  0.2527E-08
2012   8  16   0  43.3368  -94.5175  0.2395E-08
2012   8  16   0  43.3868  -94.5175  0.2664E-08
2012   8  16   0  43.4368  -94.5175  0.2304E-08
2012   8  16   0  43.4868  -94.5175  0.1533E-08
2012   8  16   0  43.5368  -94.5175  0.1357E-08
2012   8  16   0  43.5868  -94.5175  0.9913E-09
2012   8  16   0  43.6368  -94.5175  0.8067E-09
2012   8  16   0  43.6868  -94.5175  0.1162E-08
2012   8  16   0  43.7368  -94.5175  0.9434E-09
2012   8  16   0  43.7868  -94.5175  0.6217E-09
2012   8  16   0  43.8368  -94.5175  0.4231E-09
2012   8  16   0  43.8868  -94.5175  0.5590E-09
2012   8  16   0  43.9368  -94.5175  0.5720E-09
2012   8  16   0  43.9868  -94.5175  0.1149E-09
2012   8  16   0  44.0368  -94.5175  0.7760E-10
2012   8  16   0  40.6368  -94.4675  0.1675E-09
2012   8  16   0  40.6868  -94.4675  0.1032E-09
2012   8  16   0  40.7368  -94.4675  0.1584E-09
2012   8  16   0  40.7868  -94.4675  0.6359E-09
2012   8  16   0  40.8368  -94.4675  0.2734E-09
2012   8  16   0  40.8868  -94.4675  0.5946E-09
2012   8  16   0  40.9368  -94.4675  0.2985E-09
2012   8  16   0  40.9868  -94.4675  0.5054E-09
2012   8  16   0  41.0368  -94.4675  0.3373E-09
2012   8  16   0  41.0868  -94.4675  0.4155E-09
2012   8  16   0  41.1368  -94.4675  0.3576E-09
2012   8  16   0  41.1868  -94.4675  0.5812E-09
2012   8  16   0  41.2368  -94.4675  0.6793E-09
2012   8  16   0  41.2868  -94.4675  0.1890E-08
2012   8  16   0  41.3368  -94.4675  0.1828E-08
2012   8  16   0  41.3868  -94.4675  0.1081E-08
2012   8  16   0  41.4368  -94.4675  0.8307E-09
2012   8  16   0  41.4868  -94.4675  0.9549E-09
2012   8  16   0  41.5368  -94.4675  0.1122E-08
2012   8  16   0  41.5868  -94.4675  0.1124E-08
2012   8  16   0  41.6368  -94.4675  0.1302E-08
2012   8  16   0  41.6868  -94.4675  0.1717E-08
2012   8  16   0  41.7368  -94.4675  0.1037E-08
2012   8  16   0  41.7868  -94.4675  0.2027E-08
2012   8  16   0  41.8368  -94.4675  0.1338E-08
2012   8  16   0  41.8868  -94.4675  0.1034E-08
2012   8  16   0  41.9368  -94.4675  0.1711E-08
2012   8  16   0  41.9868  -94.4675  0.1714E-08
2012   8  16   0  42.0368  -94.4675  0.1928E-08
2012   8  16   0  42.0868  -94.4675  0.2841E-08
2012   8  16   0  42.1368  -94.4675  0.3207E-08
2012   8  16   0  42.1868  -94.4675  0.2539E-08
2012   8  16   0  42.2368  -94.4675  0.2769E-08
2012   8  16   0  42.2868  -94.4675  0.4461E-08
2012   8  16   0  42.3368  -94.4675  0.3821E-08
2012   8  16   0  42.3868  -94.4675  0.4438E-08
2012   8  16   0  42.4368  -94.4675  0.5951E-08
2012   8  16   0  42.4868  -94.4675  0.6351E-08
2012   8  16   0  42.5368  -94.4675  0.9084E-08
2012   8  16   0  42.5868  -94.4675  0.1073E-07
2012   8  16   0  42.6368  -94.4675  0.1160E-07
2012   8  16   0  42.6868  -94.4675  0.1128E-07
2012   8  16   0  42.7368  -94.4675  0.1141E-07
2012   8  16   0  42.7868  -94.4675  0.1132E-07
2012   8  16   0  42.8368  -94.4675  0.1128E-07
2012   8  16   0  42.8868  -94.4675  0.1059E-07
2012   8  16   0  42.9368  -94.4675  0.9414E-08
2012   8  16   0  42.9868  -94.4675  0.8439E-08
2012   8  16   0  43.0368  -94.4675  0.7820E-08
2012   8  16   0  43.0868  -94.4675  0.7206E-08
2012   8  16   0  43.1368  -94.4675  0.6118E-08
2012   8  16   0  43.1868  -94.4675  0.4685E-08
2012   8  16   0  43.2368  -94.4675  0.3367E-08
2012   8  16   0  43.2868  -94.4675  0.3172E-08
2012   8  16   0  43.3368  -94.4675  0.3195E-08
2012   8  16   0  43.3868  -94.4675  0.2385E-08
2012   8  16   0  43.4368  -94.4675  0.2485E-08
2012   8  16   0  43.4868  -94.4675  0.2845E-08
2012   8  16   0  43.5368  -94.4675  0.1522E-08
2012   8  16   0  43.5868  -94.4675  0.9781E-09
2012   8  16   0  43.6368  -94.4675  0.9228E-09
2012   8  16   0  43.6868  -94.4675  0.8426E-09
2012   8  16   0  43.7368  -94.4675  0.9804E-09
2012   8  16   0  43.7868  -94.4675  0.7937E-09
2012   8  16   0  43.8368  -94.4675  0.7277E-09
2012   8  16   0  43.8868  -94.4675  0.3268E-09
2012   8  16   0  43.9368  -94.4675  0.1661E-09
2012   8  16   0  43.9868  -94.4675  0.3006E-09
2012   8  16   0  44.0368  -94.4675  0.6620E-10
2012   8  16   0  44.0868  -94.4675  0.9708E-10
2012   8  16   0  44.1368  -94.4675  0.1943E-10
2012   8  16   0  40.6868  -94.4175  0.2707E-09
2012   8  16   0  40.7368  -94.4175  0.1006E-09
2012   8  16   0  40.7868  -94.4175  0.3171E-09
2012   8  16   0  40.8368  -94.4175  0.4571E-09
2012   8  16   0  40.8868  -94.4175  0.5317E-09
2012   8  16   0  40.9368  -94.4175  0.6889E-09
2012   8  16   0  40.9868  -94.4175  0.3489E-09
2012   8  16   0  41.0368  -94.4175  0.2565E-09
2012   8  16   0  41.0868  -94.4175  0.4840E-09
2012   8  16   0  41.1368  -94.4175  0.3131E-09
2012   8  16   0  41.1868  -94.4175  0.3105E-09
2012   8  16   0  41.2368  -94.4175  0.3832E-09
2012   8  16   0  41.2868  -94.4175  0.9621E-09
2012   8  16   0  41.3368  -94.4175  0.1874E-08
2012   8  16   0  41.3868  -94.4175  0.9795E-09
2012   8  16   0  41.4368  -94.4175  0.8024E-09
2012   8  16   0  41.4868  -94.4175  0.1216E-08
2012   8  16   0  41.5368  -94.4175  0.5969E-09
2012   8  16   0  41.5868  -94.4175  0.8170E-09
2012   8  16   0  41.6368  -94.4175  0.1093E-08
2012   8  16   0  41.6868  -94.4175  0.1734E-08
2012   8  16   0  41.7368  -94.4175  0.1686E-08
2012   8  16   0  41.7868  -94.4175  0.1395E-08
2012   8  16   0  41.8368  -94.4175  0.1860E-08
2012   8  16   0  41.8868  -94.4175  0.1479E-08
2012   8  16   0  41.9368  -94.4175  0.1153E-08
2012   8  16   0  41.9868  -94.4175  0.1464E-08
2012   8  16   0  42.0368  -94.4175  0.1687E-08
2012   8  16   0  42.0868  -94.4175  0.1107E-08
2012   8  16   0  42.1368  -94.4175  0.1724E-08
2012   8  16   0  42.1868  -94.4175  0.2794E-08
2012   8  16   0  42.2368  -94.4175  0.2543E-08
2012   8  16   0  42.2868  -94.4175  0.2793E-08
2012   8  16   0  42.3368  -94.4175  0.2896E-08
2012   8  16   0  42.3868  -94.4175  0.3737E-08
2012   8  16   0  42.4368  -94.4175  0.3619E-08
2012   8  16   0  42.4868  -94.4175  0.4999E-08
2012   8  16   0  42.5368  -94.4175  0.6027E-08
2012   8  16   0  42.5868  -94.4175  0.7466E-08
2012   8  16   0  42.6368  -94.4175  0.8950E-08
2012   8  16   0  42.6868  -94.4175  0.1026E-07
2012   8  16   0  42.7368  -94.4175  0.1092E-07
2012   8  16   0  42.7868  -94.4175  0.1101E-07
2012   8  16   0  42.8368  -94.4175  0.9161E-08
2012   8  16   0  42.8868  -94.4175  0.9393E-08
2012   8  16   0  42.9368  -94.4175  0.9800E-08
2012   8  16   0  42.9868  -94.4175  0.9859E-08
2012   8  16   0  43.0368  -94.4175  0.8069E-08
2012   8  16   0  43.0868  -94.4175  0.6989E-08
2012   8  16   0  43.1368  -94.4175  0.6548E-08
2012   8  16   0  43.1868  -94.4175  0.6481E-08
2012   8  16   0  43.2368  -94.4175  0.6089E-08
2012   8  16   0  43.2868  -94.4175  0.4884E-08
2012   8  16   0  43.3368  -94.4175  0.2895E-08
2012   8  16   0  43.3868  -94.4175  0.2826E-08
2012   8  16   0  43.4368  -94.4175  0.2661E-08
2012   8  16   0  43.4868  -94.4175  0.2257E-08
2012   8  16   0  43.5368  -94.4175  0.2918E-08
2012   8  16   0  43.5868  -94.4175  0.2276E-08
2012   8  16   0  43.6368  -94.4175  0.1354E-08
2012   8  16   0  43.6868  -94.4175  0.8618E-09
2012   8  16   0  43.7368  -94.4175  0.4608E-09
2012   8  16   0  43.7868  -94.4175  0.9137E-09
2012   8  16   0  43.8368  -94.4175  0.7619E-09
2012   8  16   0  43.8868  -94.4175  0.7054E-09
2012   8  16   0  43.9368  -94.4175  0.4447E-09
2012   8  16   0  43.9868  -94.4175  0.2491E-09
2012   8  16   0  44.0368  -94.4175  0.2607E-09
2012   8  16   0  44.0868  -94.4175  0.1625E-09
2012   8  16   0  44.1368  -94.4175  0.1767E-09
2012   8  16   0  44.1868  -94.4175  0.8308E-10
2012   8  16   0  40.6868  -94.3675  0.2192E-09
2012   8  16   0  40.7368  -94.3675  0.5160E-10
2012   8  16   0  40.7868  -94.3675  0.3084E-09
2012   8  16   0  40.8368  -94.3675  0.1774E-09
2012   8  16   0  40.8868  -94.3675  0.4969E-09
2012   8  16   0  40.9368  -94.3675  0.6508E-09
2012   8  16   0  40.9868  -94.3675  0.6080E-09
2012   8  16   0  41.0368  -94.3675  0.2557E-09
2012   8  16   0  41.0868  -94.3675  0.4864E-09
2012   8  16   0  41.1368  -94.3675  0.5215E-09
2012   8  16   0  41.1868  -94.3675  0.3341E-09
2012   8  16   0  41.2368  -94.3675  0.3599E-09
2012   8  16   0  41.2868  -94.3675  0.6935E-09
2012   8  16   0  41.3368  -94.3675  0.1242E-08
2012   8  16   0  41.3868  -94.3675  0.1436E-08
2012   8  16   0  41.4368  -94.3675  0.4201E-09
2012   8  16   0  41.4868  -94.3675  0.8700E-09
2012   8  16   0  41.5368  -94.3675  0.1071E-08
2012   8  16   0  41.5868  -94.3675  0.4974E-09
2012   8  16   0  41.6368  -94.3675  0.8079E-09
2012   8  16   0  41.6868  -94.3675  0.1321E-08
2012   8  16   0  41.7368  -94.3675  0.1404E-08
2012   8  16   0  41.7868  -94.3675  0.1497E-08
2012   8  16   0  41.8368  -94.3675  0.1360E-08
2012   8  16   0  41.8868  -94.3675  0.1723E-08
2012   8  16   0  41.9368  -94.3675  0.1224E-08
2012   8  16   0  41.9868  -94.3675  0.1591E-08
2012   8  16   0  42.0368  -94.3675  0.2106E-08
2012   8  16   0  42.0868  -94.3675  0.1831E-08
2012   8  16   0  42.1368  -94.3675  0.1370E-08
2012   8  16   0  42.1868  -94.3675  0.1520E-08
2012   8  16   0  42.2368  -94.3675  0.2074E-08
2012   8  16   0  42.2868  -94.3675  0.1828E-08
2012   8  16   0  42.3368  -94.3675  0.2406E-08
2012   8  16   0  42.3868  -94.3675  0.2483E-08
2012   8  16   0  42.4368  -94.3675  0.3579E-08
2012   8  16   0  42.4868  -94.3675  0.3100E-08
2012   8  16   0  42.5368  -94.3675  0.4117E-08
2012   8  16   0  42.5868  -94.3675  0.5026E-08
2012   8  16   0  42.6368  -94.3675  0.5970E-08
2012   8  16   0  42.6868  -94.3675  0.8089E-08
2012   8  16   0  42.7368  -94.3675  0.8436E-08
2012   8  16   0  42.7868  -94.3675  0.9829E-08
2012   8  16   0  42.8368  -94.3675  0.1093E-07
2012   8  16   0  42.8868  -94.3675  0.1050E-07
2012   8  16   0  42.9368  -94.3675  0.1071E-07
2012   8  16   0  42.9868  -94.3675  0.9447E-08
2012   8  16   0  43.0368  -94.3675  0.9534E-08
2012   8  16   0  43.0868  -94.3675  0.8828E-08
2012   8  16   0  43.1368  -94.3675  0.7848E-08
2012   8  16   0  43.1868  -94.3675  0.7064E-08
2012   8  16   0  43.2368  -94.3675  0.6249E-08
2012   8  16   0  43.2868  -94.3675  0.4324E-08
2012   8  16   0  43.3368  -94.3675  0.4103E-08
2012   8  16   0  43.3868  -94.3675  0.3738E-08
2012   8  16   0  43.4368  -94.3675  0.2713E-08
2012   8  16   0  43.4868  -94.3675  0.2497E-08
2012   8  16   0  43.5368  -94.3675  0.2228E-08
2012   8  16   0  43.5868  -94.3675  0.2736E-08
2012   8  16   0  43.6368  -94.3675  0.2145E-08
2012   8  16   0  43.6868  -94.3675  0.1951E-08
2012   8  16   0  43.7368  -94.3675  0.1538E-08
2012   8  16   0  43.7868  -94.3675  0.8412E-09
2012   8  16   0  43.8368  -94.3675  0.6432E-09
2012   8  16   0  43.8868  -94.3675  0.7321E-09
2012   8  16   0  43.9368  -94.3675  0.7256E-09
2012   8  16   0  43.9868  -94.3675  0.6686E-09
2012   8  16   0  44.0368  -94.3675  0.2942E-09
2012   8  16   0  44.0868  -94.3675  0.2798E-09
2012   8  16   0  44.1368  -94.3675  0.4422E-10
2012   8  16   0  44.1868  -94.3675  0.1987E-09
2012   8  16   0  44.2368  -94.3675  0.2154E-09
2012   8  16   0  44.2868  -94.3675  0.1948E-10
2012   8  16   0  40.6868  -94.3175  0.1117E-09
2012   8  16   0  40.7368  -94.3175  0.1032E-09
